attribution_id,session_id,user_id,visit_timestamp,channel,utm_source,utm_medium,utm_campaign,utm_content,utm_term,landing_page,sku_viewed,device_type,region,sessions,pageviews,bounce,converted,revenue_usd,cost_usd,roas,cpc_usd,ctr_pct,impression_share_pct,attribution_model
ATT-00100,d4d2f1989cf44a,U316849,2026-01-09 16:47:56,organic_search,google,organic,(none),,ergo chair,/products/ergo-pro-900,ErgoPro 200,desktop,West,1,6,No,No,0,0,0,0,6.48,26.6,linear
ATT-00101,21bd174a604f43,U188349,2025-10-10 03:06:53,referral,rtings.com,referral,(none),carousel_ad,lumbar support chair,/compare,ErgoPro 500,desktop,West,1,8,No,No,0,0,0,0,3.31,54.3,time_decay
ATT-00102,4618ddc8bb5345,U357290,2026-02-01 23:42:34,direct,(direct),(none),(none),,ergo chair,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Southeast,1,5,No,No,0,0,0,0,4.28,42.5,time_decay
ATT-00103,69d6a66be31b4a,U608865,2026-03-08 08:43:10,organic_search,google,organic,(none),story_ad,,/products/ergo-pro-500,ErgoPro 500,mobile,Southwest,1,6,No,No,0,0,0,0,6.08,35.0,linear
ATT-00104,2b03668dd8de43,U326231,2025-12-06 19:35:45,organic_search,google,organic,(none),plain_text_email,,/compare,ErgoPro 500,tablet,Southwest,1,1,No,No,0,0,0,0,5.52,64.7,linear
ATT-00105,f776c9e3f32040,U817408,2025-11-18 18:14:33,social,facebook,social,ugc_repost,html_email,,/blog/best-ergonomic-chairs-2026,ErgoPro 500,mobile,Midwest,1,4,No,No,0,1.95,0,0,2.82,28.8,linear
ATT-00106,654a09c9523c47,U380409,2026-01-29 14:05:55,paid_search,google_ads,cpc,competitor_conquest,reel,,/products/ergo-pro-200,ErgoPro 900,desktop,Midwest,1,5,No,No,0,6.02,0,1.2,5.43,64.2,last_click
ATT-00107,5dcc60997fd949,U961893,2026-02-12 02:40:15,social,tiktok,social,ugc_repost,carousel_ad,lumbar support chair,/products/ergo-pro-900,ErgoPro 900,desktop,Southeast,1,2,No,No,0,0.66,0,0,6.46,10.6,first_click
ATT-00108,6a4a0bcf5ac74e,U256155,2026-02-26 10:32:38,organic_search,google,organic,(none),text_ad,,/products/ergo-pro-200,ErgoPro 900,desktop,Southwest,1,8,No,No,0,0,0,0,4.05,73.7,linear
ATT-00109,3043e1eb0b8a46,U726707,2025-11-23 14:33:42,organic_search,bing,organic,(none),,,/blog,ErgoPro 200,mobile,Midwest,1,2,No,No,0,0,0,0,1.29,55.0,first_click
ATT-00110,e3c0c62fa4d94b,U970798,2026-03-02 22:59:10,organic_search,google,organic,(none),reel,,/blog/best-ergonomic-chairs-2026,ErgoPro 200,mobile,Southeast,1,6,No,No,0,0,0,0,3.55,14.2,data_driven
ATT-00111,f22f262de7064d,U321471,2025-11-14 13:08:20,organic_search,google,organic,(none),html_email,office chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,desktop,Southwest,1,7,No,No,0,0,0,0,4.32,83.9,linear
ATT-00112,3e2b1b5b190f4c,U719010,2026-03-18 16:19:32,organic_search,google,organic,(none),text_ad,,/about,ErgoPro 500,desktop,Midwest,1,8,No,No,0,0,0,0,2.4,28.5,first_click
ATT-00113,e6c01a9c09894c,U902987,2025-11-17 11:11:02,paid_search,google_ads,cpc,competitor_conquest,plain_text_email,lumbar support chair,/products,ErgoPro 200,desktop,Northeast,1,5,Yes,No,0,8.14,0,2.71,6.06,68.3,linear
ATT-00114,1565da02afc344,U468869,2025-10-27 02:15:51,referral,rtings.com,referral,(none),carousel_ad,best chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,tablet,Southeast,1,4,Yes,No,0,0,0,0,1.13,52.6,first_click
ATT-00115,cae73acae9f848,U380202,2026-02-05 08:49:32,organic_search,bing,organic,(none),carousel_ad,,/products,ErgoPro 500,tablet,Southwest,1,3,No,Yes,1947,0,0,0,5.96,39.5,last_click
ATT-00116,d1d76e72bb3e48,U231372,2025-10-23 12:52:07,organic_search,google,organic,(none),story_ad,office chair,/blog,ErgoPro 200,mobile,Southeast,1,7,Yes,No,0,0,0,0,1.38,42.4,last_click
ATT-00117,6fc2746fe4e743,U733878,2025-10-17 15:32:42,direct,(direct),(none),(none),,,/blog/best-ergonomic-chairs-2026,ErgoPro 200,tablet,Midwest,1,5,No,No,0,0,0,0,3.33,40.4,first_click
ATT-00118,3e0e144be16047,U320386,2025-12-03 17:42:09,paid_search,google_ads,cpc,ergo_chair_generic,reel,,/blog,ErgoPro 200,desktop,Southwest,1,3,No,No,0,6.8,0,6.8,0.86,65.7,data_driven
ATT-00119,93b5960e86674f,U905647,2026-01-17 00:42:09,direct,(direct),(none),(none),html_email,ergo chair,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Northeast,1,3,Yes,No,0,0,0,0,2.21,50.8,time_decay
ATT-00120,e402673d152246,U908919,2026-02-25 13:05:43,email,mailchimp,email,abandoned_cart,reel,best chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,desktop,Southwest,1,5,Yes,No,0,0.42,0,0,3.4,40.1,data_driven
ATT-00121,dd631149b56c43,U969493,2026-03-14 01:05:01,organic_search,bing,organic,(none),,lumbar support chair,/blog,ErgoPro 200,desktop,Midwest,1,5,No,No,0,0,0,0,4.34,52.1,last_click
ATT-00122,c8923d83b09749,U344752,2026-03-29 04:19:05,paid_search,google_ads,cpc,ergo_chair_generic,plain_text_email,ergo chair,/about,ErgoPro 900,desktop,West,1,8,No,No,0,5.57,0,1.39,5.29,36.9,last_click
ATT-00123,d5aab866a16141,U303338,2026-03-21 16:27:58,paid_search,google_ads,cpc,ergo_chair_brand,story_ad,,/,ErgoPro 200,mobile,Southeast,1,2,No,No,0,1.4,0,0.35,2.65,72.3,data_driven
ATT-00124,1461958788464c,U824301,2025-11-24 06:10:02,paid_search,bing_ads,cpc,competitor_conquest,hero_banner,lumbar support chair,/products/ergo-pro-900,ErgoPro 900,mobile,West,1,3,Yes,No,0,8.09,0,1.62,5.99,72.4,time_decay
ATT-00125,e198c32f656b49,U208669,2026-01-30 02:37:32,paid_search,google_ads,cpc,ergo_chair_brand,text_ad,,/products/ergo-pro-500,ErgoPro 200,tablet,West,1,2,No,No,0,2.43,0,1.22,4.93,17.2,data_driven
ATT-00126,0eb856f96d2248,U948388,2026-02-12 20:47:30,affiliate,shareasale,affiliate,launch_promo,,ergonomic chair,/products,ErgoPro 500,mobile,Southeast,1,1,No,No,0,1.79,0,0,3.21,58.2,last_click
ATT-00127,c0952101ecf444,U625480,2025-11-05 23:41:26,paid_search,bing_ads,cpc,competitor_conquest,hero_banner,ergonomic chair,/compare,ErgoPro 200,mobile,Northeast,1,3,Yes,Yes,698,1.2,581.67,0.4,5.67,32.1,data_driven
ATT-00128,8926f1a7e12342,U498777,2025-12-26 21:11:58,paid_search,google_ads,cpc,ergo_chair_brand,story_ad,ergo chair,/products/ergo-pro-200,ErgoPro 500,tablet,Northeast,1,3,Yes,No,0,1.84,0,0.61,3.98,47.3,linear
ATT-00129,14c71f706bc445,U242135,2026-01-15 08:56:45,paid_search,google_ads,cpc,ergo_chair_generic,story_ad,lumbar support chair,/products/ergo-pro-200,ErgoPro 500,mobile,Southeast,1,6,No,No,0,6.83,0,1.37,1.93,17.3,data_driven
ATT-00130,403b0796bd7344,U801692,2025-11-02 00:44:11,email,klaviyo,email,abandoned_cart,plain_text_email,ergonomic chair,/compare,ErgoPro 500,mobile,Northeast,1,6,No,No,0,1.01,0,0,2.76,11.0,first_click
ATT-00131,065ac5cfa28e4e,U971304,2025-11-13 16:30:11,email,mailchimp,email,launch_announcement,text_ad,best chair,/compare,ErgoPro 900,desktop,West,1,8,No,No,0,0.13,0,0,3.15,62.0,first_click
ATT-00132,4f5c0f42c13f49,U218609,2026-02-07 13:55:33,paid_search,bing_ads,cpc,ergo_chair_brand,hero_banner,lumbar support chair,/,ErgoPro 900,mobile,Southwest,1,3,Yes,Yes,1998,7.54,264.99,1.51,5.83,33.4,linear
ATT-00133,084154057bc641,U771161,2026-01-31 23:16:18,referral,wirecutter.com,referral,(none),,office chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,tablet,Southwest,1,3,No,No,0,0,0,0,4.69,71.9,first_click
ATT-00134,45a20c5b47b343,U386927,2026-02-02 08:47:29,organic_search,google,organic,(none),carousel_ad,,/compare,ErgoPro 200,desktop,West,1,4,Yes,No,0,0,0,0,0.83,22.4,first_click
ATT-00135,5664fda1385f4b,U591240,2026-02-19 18:28:12,paid_search,bing_ads,cpc,ergo_chair_generic,,lumbar support chair,/blog,ErgoPro 900,mobile,Southwest,1,7,No,No,0,4.83,0,1.61,2.26,49.8,data_driven
ATT-00136,e8c7943c071249,U912373,2026-03-09 19:24:56,referral,thewirecutter.com,referral,(none),text_ad,office chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,mobile,Northeast,1,1,No,No,0,0,0,0,6.46,34.3,data_driven
ATT-00137,e6d890eba36f40,U538152,2025-12-04 15:46:39,organic_search,bing,organic,(none),reel,ergonomic chair,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,West,1,6,Yes,No,0,0,0,0,5.94,79.9,linear
ATT-00138,0c89ccc6f54145,U467299,2025-12-10 11:55:55,paid_search,google_ads,cpc,competitor_conquest,text_ad,lumbar support chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,mobile,West,1,1,No,No,0,8.5,0,1.7,2.74,28.5,first_click
ATT-00139,2af489a2694945,U853800,2025-10-08 20:49:57,social,tiktok,social,ugc_repost,reel,lumbar support chair,/,ErgoPro 500,desktop,Northeast,1,4,No,No,0,1.2,0,0,6.32,40.6,time_decay
ATT-00140,4af1d427fd5c4c,U308530,2026-01-09 00:04:29,email,klaviyo,email,abandoned_cart,text_ad,lumbar support chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,desktop,Southeast,1,2,No,No,0,0.79,0,0,4.67,11.0,time_decay
ATT-00141,ab723d8d06904b,U376231,2025-11-08 22:38:48,direct,(direct),(none),(none),carousel_ad,,/products/ergo-pro-200,ErgoPro 500,desktop,Southwest,1,5,No,No,0,0,0,0,6.34,67.4,linear
ATT-00142,2797de9684d144,U616395,2025-11-10 05:24:10,email,klaviyo,email,vip_early_access,html_email,best chair,/,ErgoPro 900,mobile,West,1,5,No,No,0,1.66,0,0,6.31,64.4,time_decay
ATT-00143,2e9c7777ef9b49,U585554,2025-10-29 17:47:51,direct,(direct),(none),(none),reel,ergonomic chair,/products,ErgoPro 500,tablet,West,1,3,No,No,0,0,0,0,1.52,37.2,first_click
ATT-00144,8646f1f867dc40,U536277,2026-03-27 06:01:21,social,facebook,social,influencer_collab,story_ad,office chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,desktop,Southeast,1,4,No,No,0,0.96,0,0,2.22,54.2,first_click
ATT-00145,7a5af4e46f4d46,U454509,2026-03-22 05:58:25,organic_search,bing,organic,(none),carousel_ad,,/blog,ErgoPro 500,mobile,Northeast,1,4,No,No,0,0,0,0,5.95,27.4,time_decay
ATT-00146,54399494968d46,U513588,2026-03-19 15:48:54,organic_search,google,organic,(none),reel,,/,ErgoPro 500,tablet,Southeast,1,2,Yes,No,0,0,0,0,6.11,15.0,data_driven
ATT-00147,0e1d31bb1d524a,U781868,2026-03-27 10:49:29,organic_search,google,organic,(none),story_ad,,/products/ergo-pro-200,ErgoPro 200,desktop,Midwest,1,5,Yes,No,0,0,0,0,2.44,32.8,last_click
ATT-00148,6d8ca09c7b4443,U524070,2026-02-13 21:00:36,paid_search,bing_ads,cpc,competitor_conquest,html_email,best chair,/products,ErgoPro 500,desktop,Southeast,1,8,Yes,No,0,4.36,0,4.36,5.98,31.9,first_click
ATT-00149,edb45ebba48c48,U455480,2026-03-03 09:33:49,organic_search,google,organic,(none),plain_text_email,lumbar support chair,/compare,ErgoPro 500,tablet,Northeast,1,5,No,No,0,0,0,0,5.03,57.1,first_click
ATT-00150,67c4760b4ae547,U569786,2026-02-06 22:18:15,paid_search,bing_ads,cpc,competitor_conquest,,ergo chair,/products/ergo-pro-500,ErgoPro 900,mobile,Southeast,1,7,No,No,0,7.1,0,2.37,2.18,53.5,first_click
ATT-00151,3452b1b1ef234c,U124457,2025-12-08 09:00:31,organic_search,bing,organic,(none),reel,lumbar support chair,/products/ergo-pro-900,ErgoPro 500,mobile,Midwest,1,2,No,No,0,0,0,0,1.49,69.6,time_decay
ATT-00152,7a779b52b47f43,U790516,2026-03-14 16:51:37,direct,(direct),(none),(none),html_email,ergo chair,/products/ergo-pro-500,ErgoPro 900,desktop,Southwest,1,5,No,No,0,0,0,0,0.99,11.0,data_driven
ATT-00153,d0b48d58f3024f,U316314,2025-10-04 02:59:05,paid_search,bing_ads,cpc,competitor_conquest,,office chair,/compare,ErgoPro 900,desktop,West,1,3,No,No,0,2.92,0,2.92,5.24,52.9,data_driven
ATT-00154,a8962f605f1847,U952133,2026-02-25 21:47:49,organic_search,google,organic,(none),,ergonomic chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,desktop,Midwest,1,2,Yes,No,0,0,0,0,0.81,11.8,data_driven
ATT-00155,900c766ed1134e,U909417,2025-12-07 16:39:59,direct,(direct),(none),(none),reel,best chair,/products/ergo-pro-200,ErgoPro 500,mobile,Northeast,1,2,Yes,No,0,0,0,0,5.24,53.0,first_click
ATT-00156,c5cbed15b63c4d,U356526,2026-03-27 10:55:41,paid_search,bing_ads,cpc,ergo_chair_brand,hero_banner,lumbar support chair,/products/ergo-pro-500,ErgoPro 500,desktop,West,1,3,Yes,No,0,2.97,0,1.49,0.86,76.7,first_click
ATT-00157,1f17a19803f24d,U431632,2025-12-24 14:46:26,organic_search,bing,organic,(none),html_email,office chair,/,ErgoPro 900,mobile,Southeast,1,6,Yes,No,0,0,0,0,3.64,78.5,last_click
ATT-00158,826ab366a98943,U860082,2025-11-12 11:54:17,paid_search,bing_ads,cpc,ergo_chair_generic,plain_text_email,best chair,/products/ergo-pro-200,ErgoPro 200,tablet,Southeast,1,6,Yes,No,0,1.85,0,0.46,4.95,11.7,time_decay
ATT-00159,6ab8634c6d9549,U291803,2026-01-23 03:55:28,organic_search,google,organic,(none),reel,best chair,/products/ergo-pro-500,ErgoPro 500,mobile,Northeast,1,2,Yes,No,0,0,0,0,3.04,18.6,last_click
ATT-00160,4f4a23f188f943,U884100,2025-12-20 12:52:21,email,klaviyo,email,launch_announcement,text_ad,,/about,ErgoPro 500,tablet,Southeast,1,7,Yes,No,0,1.93,0,0,3.55,79.3,data_driven
ATT-00161,2a0e52df02a643,U562503,2026-02-01 03:28:29,organic_search,bing,organic,(none),html_email,office chair,/products/ergo-pro-500,ErgoPro 500,desktop,Northeast,1,6,No,No,0,0,0,0,4.55,78.5,first_click
ATT-00162,4b6a65f4b4b546,U295710,2025-11-11 14:46:17,paid_search,bing_ads,cpc,ergo_chair_generic,story_ad,best chair,/products/ergo-pro-200,ErgoPro 900,desktop,Southwest,1,1,Yes,No,0,1.99,0,0.4,5.36,67.5,last_click
ATT-00163,3d019a0d1f104a,U740308,2025-11-21 02:47:47,paid_search,bing_ads,cpc,competitor_conquest,html_email,,/products/ergo-pro-500,ErgoPro 900,mobile,Northeast,1,8,No,No,0,2.94,0,0.59,3.61,71.2,first_click
ATT-00164,9a4e9dde623f40,U857523,2025-12-07 02:36:11,paid_search,bing_ads,cpc,competitor_conquest,story_ad,lumbar support chair,/products,ErgoPro 200,desktop,Southwest,1,7,No,No,0,2.64,0,2.64,0.9,28.0,first_click
ATT-00165,b4b18eeab6f346,U779431,2026-02-18 07:12:28,organic_search,google,organic,(none),carousel_ad,best chair,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Southwest,1,5,No,No,0,0,0,0,1.72,14.2,linear
ATT-00166,d25395fbd93744,U213187,2026-02-08 13:52:04,direct,(direct),(none),(none),carousel_ad,lumbar support chair,/compare,ErgoPro 200,desktop,Southwest,1,8,No,No,0,0,0,0,1.32,44.8,data_driven
ATT-00167,790a8128057442,U117525,2026-03-24 07:56:36,organic_search,bing,organic,(none),carousel_ad,best chair,/products/ergo-pro-200,ErgoPro 500,tablet,Northeast,1,4,Yes,No,0,0,0,0,3.7,59.7,data_driven
ATT-00168,8b74c10c775c45,U740482,2025-11-02 14:45:59,paid_search,google_ads,cpc,ergo_chair_generic,html_email,ergo chair,/products,ErgoPro 200,mobile,Southwest,1,4,Yes,No,0,0.73,0,0.18,2.28,36.5,linear
ATT-00169,cf8ca1b50cd947,U194178,2026-02-04 12:09:17,organic_search,bing,organic,(none),html_email,,/products/ergo-pro-500,ErgoPro 500,desktop,Northeast,1,4,Yes,No,0,0,0,0,2.6,75.3,last_click
ATT-00170,34ec976c9baf43,U785733,2025-10-25 18:40:04,direct,(direct),(none),(none),hero_banner,ergonomic chair,/,ErgoPro 500,mobile,Midwest,1,7,No,No,0,0,0,0,4.77,79.4,last_click
ATT-00171,aef13e95d85042,U549422,2026-02-03 15:52:36,social,facebook,social,ugc_repost,reel,office chair,/about,ErgoPro 900,mobile,Southwest,1,4,No,No,0,1.28,0,0,5.29,53.1,first_click
ATT-00172,8aa05cbf38144d,U567965,2026-02-18 02:53:59,direct,(direct),(none),(none),reel,,/products/ergo-pro-200,ErgoPro 200,mobile,Northeast,1,2,Yes,No,0,0,0,0,4.79,73.4,linear
ATT-00173,c8099a81ffa145,U730928,2025-12-27 21:02:54,organic_search,google,organic,(none),html_email,,/blog/best-ergonomic-chairs-2026,ErgoPro 200,desktop,Southwest,1,7,No,No,0,0,0,0,1.99,62.6,first_click
ATT-00174,424f424345504f,U334929,2026-03-21 12:39:57,social,facebook,social,ugc_repost,text_ad,,/,ErgoPro 500,desktop,West,1,7,No,No,0,1.23,0,0,3.46,38.2,last_click
ATT-00175,9736955ad94d40,U639445,2026-03-08 10:01:56,social,instagram,social,influencer_collab,,,/blog,ErgoPro 500,desktop,Southeast,1,7,No,No,0,1.76,0,0,1.97,63.1,linear
ATT-00176,48638342b28746,U367899,2025-12-30 19:22:48,direct,(direct),(none),(none),text_ad,,/blog/how-to-set-up-your-home-office,ErgoPro 500,tablet,Northeast,1,8,No,No,0,0,0,0,3.25,55.8,data_driven
ATT-00177,83c92195ab0c49,U369320,2025-11-28 20:27:42,direct,(direct),(none),(none),hero_banner,ergonomic chair,/,ErgoPro 500,tablet,West,1,1,No,No,0,0,0,0,5.6,70.8,data_driven
ATT-00178,95a3c18da68247,U485323,2025-11-15 09:31:17,paid_search,bing_ads,cpc,competitor_conquest,plain_text_email,office chair,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Southwest,1,4,No,No,0,2.75,0,1.38,6.25,36.0,first_click
ATT-00179,5a98f4e00fa346,U836802,2025-12-21 14:10:02,social,tiktok,social,product_demo,plain_text_email,ergonomic chair,/,ErgoPro 200,desktop,West,1,2,Yes,No,0,1.87,0,0,5.49,33.4,first_click
ATT-00180,e13c92120b1d49,U165738,2026-03-06 03:02:24,direct,(direct),(none),(none),plain_text_email,best chair,/about,ErgoPro 500,desktop,West,1,4,No,No,0,0,0,0,5.31,66.4,last_click
ATT-00181,2efa7814b36e4e,U458881,2026-03-08 20:19:26,organic_search,bing,organic,(none),,best chair,/blog/best-ergonomic-chairs-2026,ErgoPro 900,tablet,Midwest,1,5,Yes,No,0,0,0,0,1.96,32.1,last_click
ATT-00182,ee1de0581f4247,U511383,2025-12-28 21:48:55,paid_search,google_ads,cpc,ergo_chair_generic,plain_text_email,ergo chair,/products/ergo-pro-200,ErgoPro 200,mobile,Northeast,1,3,Yes,No,0,4.14,0,0.83,4.55,17.1,time_decay
ATT-00183,aff67fa24c5d4d,U429519,2025-10-04 04:43:04,organic_search,google,organic,(none),hero_banner,ergonomic chair,/compare,ErgoPro 200,tablet,Southwest,1,7,No,No,0,0,0,0,6.4,79.2,linear
ATT-00184,da9335b732ba40,U866982,2025-11-28 07:36:04,paid_search,google_ads,cpc,competitor_conquest,hero_banner,,/compare,ErgoPro 500,desktop,Southwest,1,1,No,No,0,3.45,0,3.45,6.11,63.5,last_click
ATT-00185,1c6199a0215c4a,U598805,2026-03-21 06:11:15,organic_search,google,organic,(none),,office chair,/,ErgoPro 900,mobile,Southwest,1,3,No,No,0,0,0,0,2.35,74.3,data_driven
ATT-00186,28b589d7b90d42,U330753,2026-02-21 08:05:04,organic_search,bing,organic,(none),carousel_ad,,/about,ErgoPro 200,desktop,West,1,5,No,No,0,0,0,0,5.28,37.9,time_decay
ATT-00187,cd36e7c3a1e341,U912077,2025-11-12 03:08:52,organic_search,google,organic,(none),text_ad,,/products/ergo-pro-500,ErgoPro 500,desktop,Midwest,1,3,No,No,0,0,0,0,2.24,22.7,first_click
ATT-00188,d7ea69c645554e,U308673,2025-12-03 14:04:56,direct,(direct),(none),(none),,,/blog/how-to-set-up-your-home-office,ErgoPro 200,mobile,Northeast,1,8,No,No,0,0,0,0,2.03,18.4,first_click
ATT-00189,3bd6f95cea1e47,U622353,2025-10-17 14:25:57,organic_search,google,organic,(none),text_ad,,/products/ergo-pro-500,ErgoPro 900,mobile,Northeast,1,2,No,No,0,0,0,0,5.12,69.7,linear
ATT-00190,479b7f37a21641,U782384,2026-03-31 14:10:04,paid_search,google_ads,cpc,ergo_chair_generic,html_email,ergo chair,/products/ergo-pro-500,ErgoPro 500,tablet,Southeast,1,7,Yes,No,0,7.51,0,2.5,5.43,13.1,data_driven
ATT-00191,204af3c50d6c49,U758209,2025-11-26 02:46:20,direct,(direct),(none),(none),carousel_ad,ergo chair,/products/ergo-pro-500,ErgoPro 200,desktop,Southwest,1,5,No,No,0,0,0,0,1.02,55.7,last_click
ATT-00192,1767a9e2747d4a,U696108,2025-11-20 15:49:39,affiliate,shareasale,affiliate,launch_promo,reel,best chair,/products,ErgoPro 500,desktop,Southeast,1,5,No,No,0,1.89,0,0,6.02,73.3,first_click
ATT-00193,0b81aedadc6c49,U187884,2026-02-25 21:25:07,organic_search,bing,organic,(none),html_email,ergonomic chair,/products/ergo-pro-500,ErgoPro 200,tablet,Southeast,1,8,No,No,0,0,0,0,5.83,69.3,last_click
ATT-00194,843f0f25c21944,U211362,2026-01-31 12:27:08,organic_search,bing,organic,(none),html_email,,/products/ergo-pro-500,ErgoPro 900,desktop,Northeast,1,5,Yes,No,0,0,0,0,4.28,73.8,first_click
ATT-00195,9a738bd61d6947,U440483,2025-12-16 07:09:59,email,mailchimp,email,launch_announcement,plain_text_email,best chair,/about,ErgoPro 500,desktop,Northeast,1,1,No,No,0,1.39,0,0,3.82,66.1,data_driven
ATT-00196,e16447727b8042,U953571,2025-12-05 08:08:44,social,facebook,social,ugc_repost,text_ad,ergo chair,/products/ergo-pro-200,ErgoPro 500,desktop,Midwest,1,8,No,No,0,0.22,0,0,6.39,20.2,last_click
ATT-00197,e8e648b8b51b42,U414109,2026-02-12 23:08:47,paid_search,bing_ads,cpc,ergo_chair_brand,text_ad,best chair,/,ErgoPro 500,desktop,Southwest,1,8,Yes,No,0,4.52,0,1.13,2.65,41.7,time_decay
ATT-00198,268b4be9ef3043,U838233,2026-02-02 13:40:49,email,mailchimp,email,launch_announcement,hero_banner,office chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,desktop,West,1,6,No,No,0,0.31,0,0,4.72,24.2,linear
ATT-00199,474e497d97ad4f,U950371,2025-11-02 08:42:06,social,linkedin,social,launch_reel,story_ad,,/,ErgoPro 200,desktop,Southeast,1,3,Yes,No,0,1.52,0,0,0.9,84.1,linear
